,,,,Day 0,,,,,,,day 3,,,,,,,,,,,,,,EOT,,,,,,,,,,,,,
6231-46,Stanniocalcin-2,STC2,O76061,604.904,140.4314167,0.118000906,0.111134359,0.912767407,662.7142857,115.7089752,639.324,159.723344,0.598926336,0.496010644,0.96693298,1.05824194,0.073338186,0.062874407,0.055018922,1.046503903,661.1875,121.3759425,1.011216429,0.092637577,653.7772727,161.8588805,0.927528432,0.260371697,0.993665538,1.072890739,0.093346618,0.147625765,0.0810972,1.044334898,657.945,125.2145897,1.027343566,0.100861793
6232-54,T-lymphocyte activation antigen CD86,CD86,P42081,5623.344,2025.859206,0.719124712,0.432793924,0.969047401,5802.960714,1424.407889,5459.208,2039.79492,0.651802139,0.156247645,0.95969904,0.975552407,0.12017971,0.727820375,0.328766232,0.987003981,5688.458333,1365.352639,0.988397642,0.128480617,5134.986364,1943.003336,0.752382539,0.276981786,1.031682141,0.890520832,0.147492445,0.820908827,0.484932955,0.987316491,4977.295,1120.240832,0.901960861,0.167851948
6234-74,Vitrin,VIT,Q6UXI7,2912.288,1047.131842,0.734174269,0.3120744,0.966896233,3011.996429,1033.683471,3097.324,1031.086729,0.935528202,0.480061194,1.007631214,1.101939898,0.280571517,0.432948731,0.48766289,1.049430102,3073.866667,945.8429163,1.050036487,0.140198998,3140.763636,954.9805603,0.485675937,0.115798585,1.074011359,1.142874779,0.262341973,0.204199161,0.178988343,1.081453082,2924.33,985.6215851,1.056795527,0.147328504
6236-51,Collagen triple helix repeat-containing protein 1,CTHRC1,Q96CG8,1316.416,321.9362629,0.052322944,0.015896695,0.883451967,1490.082143,298.8673333,1335.396,337.0124538,0.282713633,0.284338849,0.929154268,1.011624716,0.054300702,0.013273406,0.010178261,1.040866831,1437.216667,305.0610631,0.971905998,0.050167981,1380.927273,350.3827299,0.723677809,0.252263373,0.975038321,1.027541948,0.070507796,0.177644357,0.101720734,1.036258653,1416.28,276.0384423,0.991588292,0.092119338
6237-11,Fibroblast growth factor receptor-like 1,FGFRL1,Q8N441,921.084,515.3704847,0.33661337,0.087844116,0.867266986,1062.053571,520.863427,1060.136,848.2016859,0.550769383,0.058207556,0.894579208,1.093919622,0.520627126,0.192110378,0.098746284,0.813612698,1185.066667,550.1122156,1.344521325,0.741850899,940.15,579.2942256,0.570572073,0.153872635,0.907949569,1.388789452,1.351910613,0.6563546,0.120785237,1.116368088,1035.465,473.285486,1.244024678,0.562015489
6238-55,Pregnancy-specific beta-1-glycoprotein 8,PSG8,Q9UQ74,800.044,198.6965165,0.16966928,0.053429182,0.919390773,870.1892857,154.2506803,857.604,237.1049953,0.693342974,0.488033527,0.972781307,1.066363861,0.177792451,0.30386134,0.336256029,1.043627294,881.6,173.737189,1.021786098,0.102074943,816.4409091,196.7380392,0.624140841,0.43498444,0.962636517,1.019931961,0.114670135,0.95617011,0.454884707,1.002238927,848.13,207.8354015,1.017653509,0.142516446
6240-70,R-spondin-1,RSPO1,Q2MKA7,1258.552,366.7600241,0.153076703,0.061633269,0.827009554,1521.810714,853.5837733,1311.152,398.7341411,0.276223694,0.329964489,0.836954503,1.037997752,0.086484923,0.241774632,0.168826268,1.028510367,1566.575,1032.854344,1.009224394,0.077830772,1304.436364,379.7461467,0.71523167,0.357491324,0.967718657,1.025351339,0.080141861,0.695081958,0.43498444,1.011043519,1347.95,368.747981,1.014151537,0.097264011
6245-4,Nectin-2,NECTIN2,Q92692,1275.028,350.6114448,0.305310553,0.229820636,0.928573799,1373.103571,322.0258735,1273.696,335.3434758,0.537883768,0.448283213,0.955245134,1.011604819,0.090699023,0.239116697,0.163682918,1.026923326,1333.370833,323.905545,0.985083105,0.055547678,1276.795455,313.5962075,0.966263479,0.415247547,0.996709982,0.998594745,0.082317652,0.512041259,0.26861222,1.020126652,1281.01,311.9504334,0.978892908,0.103385492
6247-9,Signal-regulatory protein beta-1,SIRPB1,O00241,5087.508,2403.689061,0.894290873,0.377594445,0.978345421,5200.114286,3561.572601,4910.48,2603.050058,0.955610922,0.393580127,0.990023614,0.991608669,0.285702756,0.763727232,0.238425011,0.97879247,4959.9625,3387.175333,1.013093888,0.185106007,4782.754545,2078.533497,0.675704174,0.088932064,1.081979367,0.926197204,0.176573666,0.257605596,0.244290184,0.93947872,4420.375,3176.513281,0.985862888,0.151892026
6248-68,Tumor necrosis factor receptor superfamily member 6,FAS,P25445,727.716,210.0502277,0.393625136,0.134644353,0.942519578,772.0964286,148.2083053,802.452,214.338469,0.886579311,0.291159687,0.990212862,1.12957003,0.160125794,0.218745192,0.091764476,1.050390567,810.3833333,162.1165159,1.075380973,0.13326561,847.4681818,207.8042641,0.313789431,0.093054729,1.073811549,1.160694675,0.158565258,0.211753577,0.073794847,1.053591378,789.215,151.0367382,1.101655442,0.135531575
6252-62,Secretoglobin family 3A member 1,SCGB3A1,Q96QR1,5151.308,5537.524892,0.752868136,0.193754208,0.921898373,5587.717857,4089.661201,4878.768,3889.863641,0.638909125,0.370699981,0.895108775,1.080762175,0.580404569,0.564202097,0.495887047,1.078954207,5450.475,4380.751493,1.001675667,0.2956912,5058.813636,2240.849213,0.150328263,0.252263373,0.750018886,1.289234939,0.564349403,0.881264642,0.172479671,1.02803214,6744.915,4485.243838,1.254080382,0.864703776
6255-74,Probable carboxypeptidase X1,CPXM1,Q96SM3,8970.172,6067.021103,0.131916758,0.022510441,0.766482728,11703.03214,6678.599601,10901.292,7497.090007,0.788977383,0.232695092,0.952047416,1.247161244,0.451810952,0.160700205,0.109935855,1.14161138,11450.36667,6467.578859,1.092456913,0.253515437,15262.02273,9457.78041,0.37828861,0.206538703,1.192898639,1.723179249,0.798431865,0.317747307,0.120785237,1.180099279,12794.065,8052.859663,1.460198543,0.840356879
6256-9,Lymphocyte antigen 6 complex locus protein G6c,LY6G6C,O95867,18193.012,9436.590923,0.72648024,0.305798082,1.050520958,17318.08571,8170.019162,18240.444,8789.713918,0.672369302,0.333597821,0.941901473,1.045232894,0.33334788,0.180724461,0.299513192,0.84536584,19365.55417,9311.549687,1.236426698,0.583439652,21478.19545,9542.785099,0.976482422,0.348136362,1.005024631,1.306259837,0.566942082,0.221366101,0.213799849,1.175323765,21370.815,12888.26847,1.111404258,0.41960953
6257-56,Cell growth regulator with EF hand domain protein 1,CGREF1,Q99674,10301.772,2822.27572,0.398291751,0.08927792,0.941023615,10947.41071,2556.926461,9839,2921.562919,0.490751484,0.208970088,0.942663951,0.941433328,0.16240727,0.735702326,0.306715686,0.98033431,10437.44167,2982.244579,0.960318657,0.211409796,10873.07273,4138.629208,0.138461851,0.088932064,1.158821015,1.032053359,0.222780646,0.048626911,0.044571019,1.151406332,9382.875,1624.600525,0.89634157,0.199207284
6259-60,Tenascin,TNC,P24821,8419.384,1799.349008,0.785917038,0.460967034,0.979032292,8599.7,2849.447536,8958.852,1932.267454,0.266315916,0.041815138,1.088895569,1.106105262,0.231369941,0.083276187,0.031015188,1.142291033,8227.466667,2474.82523,0.968321758,0.292302038,8540.75,1817.605944,0.151735364,0.106267819,1.118011162,1.034701794,0.280962317,0.086492899,0.110959917,1.148982861,7639.235,2056.236218,0.900537187,0.197420512
6260-14,Tenascin,TNC,P24821,30035.716,8800.215103,0.651777929,0.337714307,1.037946697,28937.62857,8414.330029,30482.488,6807.302606,0.47576483,0.16108706,1.059999293,1.048780537,0.262900146,0.656034056,0.285343352,1.032720436,28757.08333,9371.163537,1.015551257,0.239227557,30795.53636,11220.56522,0.307223827,0.136644995,1.121706245,1.077305584,0.30595852,0.545716084,0.115798585,1.069625605,27454.19,9183.823375,1.007180062,0.407803554
6262-14,Interleukin-17 receptor B,IL17RB,Q9NRM6,944.86,284.1909189,0.689295808,0.152799249,1.045277577,903.9321429,434.2873531,906.664,418.6369701,0.986271923,0.424654565,1.002350925,0.961847989,0.31629793,0.382905741,0.292388361,0.905986128,904.5375,423.8098157,1.061658627,0.441120885,814,205.2103931,0.517956296,0.067006052,1.066925315,0.876489588,0.273991971,0.589717014,0.357491324,0.945217025,762.94,279.2932283,0.927289252,0.312804301
6263-77,Phospholipid transfer protein,PLTP,P55058,4731.42,1414.053528,0.742745798,0.263524136,1.023968069,4620.671429,884.0586522,4284.144,1186.437335,0.628619394,0.448283213,0.966743509,0.918513902,0.115625094,0.222770215,0.196077561,0.955030307,4431.520833,869.8732944,0.961764141,0.121637712,3893.309091,1078.733602,0.272086326,0.115798585,0.917384047,0.830096001,0.129190325,0.047010001,0.006108064,0.901616245,4243.925,911.2019611,0.920675516,0.147928117
6264-9,Protein CYR61,CCN1,O00622,428.644,291.7396854,0.294855716,0.334461496,1.18480079,361.7857143,101.562471,358.512,113.1429373,0.307230541,0.214763884,0.849722299,0.933060061,0.219790087,0.088659699,0.034012646,0.789621116,421.9166667,271.0687807,1.181655407,0.63949513,376.0409091,132.9045511,0.651411901,0.395718147,0.952858668,0.92053678,0.224591059,0.138749172,0.115798585,0.89505221,394.645,125.5065117,1.028472719,0.22653637
6267-51,Stathmin-4,STMN4,Q9H169,5001.836,4127.736284,0.974708646,0.3120744,0.993299167,5035.578571,3329.689733,4705.616,2766.724922,0.327858139,0.312066949,0.823075635,1.150602147,0.683485331,0.277116984,0.390365974,0.717055432,5717.1125,4080.519301,1.60462092,1.843423212,6376.109091,4122.636138,0.788091492,0.464880682,0.933520604,1.663319862,1.172263144,0.215813327,0.244290184,1.294719926,6830.175,6161.168465,1.284694727,0.685439193
6273-58,Prolyl 3-hydroxylase 1,P3H1,Q32P28,2793.628,686.0225451,0.545571741,0.411877612,0.963871971,2898.339286,518.1895732,2809.132,658.619524,0.773389781,0.401293674,0.9822054,1.01493365,0.091803262,0.184602011,0.244858704,1.030229234,2860.025,542.5671251,0.985153223,0.05221406,2659.577273,603.3727989,0.687995189,0.366932713,0.972375138,0.95190248,0.065845361,0.748791971,0.228759868,0.990796054,2735.135,577.4959431,0.960745126,0.101572345
6274-15,WSC domain-containing protein 2,WSCD2,Q2TBF2,576.668,140.4410046,0.528281949,0.063830696,0.835530165,690.1821429,911.7523141,575.52,248.9569971,0.457597817,0.480060686,0.818682283,1.021897319,0.364735404,0.783325524,0.09520826,0.977663121,702.9833333,773.8970327,1.045244826,0.173424978,575.9909091,153.3537826,0.349362027,0.49497659,0.702963733,1.00885263,0.343432132,0.499406369,0.060710687,0.945569188,819.375,1096.97235,1.066926295,0.174820692
6276-16,Furin,FURIN,P09958,6207.948,3363.701398,0.395114596,0.344249871,1.121856283,5533.639286,1965.288003,5339.752,2129.777766,0.682858024,0.214763884,1.04552903,0.904737751,0.190635387,0.617914002,0.422349424,0.965335581,5107.225,1734.514606,0.93722615,0.244605853,4683.727273,1756.693499,0.575178043,0.415247547,0.9292787,0.780222874,0.219639799,0.124019583,0.077380614,0.879946992,5040.175,2180.842175,0.886670312,0.208699547
6277-55,Fc_MOUSE,nan,Q99LC4,29234.944,7722.862157,0.003764613,0.00555878,0.76047912,38442.79643,13323.44766,32272.128,7418.563328,0.025220101,0.02558806,0.817818016,1.104977343,0.174141071,0.354804733,0.179420827,1.056461801,39461.25833,12863.37002,1.045922666,0.247516938,32995.46818,6450.775159,0.418006296,0.260371697,0.925530123,1.148511244,0.268797149,0.167462898,0.030311777,1.127780802,35650.345,12666.74293,1.018381623,0.311506656
6280-11,Protocadherin-8,PCDH8,O95206,6504.528,3147.665045,0.643182035,0.489339088,1.061517484,6127.575,2548.922424,6673.44,2454.30937,0.777459599,0.464143607,0.966158219,1.133964322,0.46938141,0.472460339,0.299513192,0.900720736,6907.191667,3125.087221,1.258952166,0.680346811,8083.995455,3326.679676,0.960266495,0.415247547,1.007677934,1.441605109,0.796499441,0.26642619,0.348136362,1.183193313,8022.4,4315.710976,1.218402009,0.407243315
6281-51,"CMP-N-acetylneuraminate-beta-galactosamide-alpha-2,3-sialyltransferase 2",ST3GAL2,Q16842,2979.528,1068.09577,0.835475566,0.246365849,0.966291247,3083.467857,2321.466086,2789.028,962.3597978,0.222915899,0.192150202,0.807606307,0.971466248,0.227212171,0.049869344,0.02823972,0.831795969,3453.45,2380.715309,1.167914109,0.404950783,3269.731818,1369.259273,0.519932897,0.49497659,0.877391711,1.110716257,0.444498976,0.96951735,0.376455285,0.995629274,3726.65,2763.551288,1.115592205,0.3559121
6283-60,Mast cell-expressed membrane protein 1,MCEMP1,Q8IX19,5602.876,1093.354695,0.835605776,0.391208768,0.989702586,5661.171429,872.7726082,5048.172,909.691168,0.130479749,0.045513977,0.933376023,0.913369343,0.129875593,0.376933497,0.463035819,0.961331204,5408.508333,681.9263773,0.950108911,0.148727302,4846.722727,833.178819,0.06812659,0.014686543,0.916277422,0.87453927,0.116388852,0.230632041,0.228759868,0.949133538,5289.58,656.4473952,0.921408037,0.126027447
6284-7,ALK and LTK ligand 2,ALKAL2,Q6UX46,9243.064,2967.845441,0.155926024,0.125231949,1.151920553,8024.046429,3070.970334,8528.676,3387.392421,0.815031839,0.401293674,1.028464656,0.912911484,0.192347321,0.104321937,0.163682918,0.853661695,8292.629167,3486.714644,1.06940664,0.406014152,7814.204545,2647.247243,0.736906572,0.285477026,1.04029743,0.870145935,0.325347193,0.64162149,0.338872912,0.948561812,7511.51,2976.686495,0.917331822,0.310727402
6285-71,Malectin,MLEC,Q14165,7751.396,4410.110766,0.376280364,0.044418637,1.184967965,6541.439286,5266.166149,7743.444,5910.397547,0.584241696,0.333597821,1.118458062,1.134668024,0.831108941,0.259555208,0.091764476,0.740185443,6923.320833,4173.185327,1.532951013,1.446161942,6831.195455,3967.987992,0.346695054,0.348136362,1.169588063,1.043848103,0.695123625,0.486802299,0.260371697,0.85345265,5840.685,2501.181715,1.223088478,0.893917241
6289-78,Rho GTPase-activating protein 36,ARHGAP36,Q6ZRI8,6767.464,3361.28752,0.420471139,0.240782424,0.905265041,7475.671429,2791.021349,6967.08,3309.735497,0.327039093,0.088507991,0.887680658,1.040802835,0.216065177,0.432612544,0.213639453,0.954037871,7848.633333,2777.935229,1.090944989,0.213496516,7187.245455,3406.762134,0.927580843,0.425092523,1.013441417,1.071494309,0.251263165,0.786656153,0.395722274,0.978340706,7091.92,3183.932978,1.095215913,0.294546826
6290-3,Urotensin-2B,UTS2B,Q765I0,1713.936,381.2873456,0.712183562,0.364130538,1.021302938,1678.185714,294.6214881,1684.012,364.7695813,0.685494225,0.416833837,0.977483125,0.98682167,0.107565435,0.119812104,0.048469094,0.949378586,1722.804167,284.2805458,1.039439571,0.117342284,1682.872727,446.3883533,0.37045781,0.221207516,0.926556823,0.983851585,0.207465434,0.275507669,0.070337488,0.937748226,1816.265,481.1087801,1.049163899,0.165330909
6291-55,Calsyntenin-3,CLSTN3,Q9BQT9,6861.108,3733.046935,0.199827861,0.144541307,1.207684127,5681.210714,2543.692226,6231.24,3354.165731,0.58008294,0.409045885,1.087057489,0.90531137,0.174866278,0.095946188,0.055018922,0.896015889,5732.208333,2768.747413,1.010374237,0.238682037,5112.272727,2519.479358,0.940908511,0.366927526,1.011590068,0.782992635,0.305390516,0.246402556,0.0810972,0.882398428,5053.7,2443.460043,0.887345908,0.255156678
6294-11,B melanoma antigen 2,BAGE2,Q86Y30,4181.332,2025.188072,0.876997308,0.489339088,1.020375704,4097.835714,1777.708688,4049.888,1656.541504,0.464780265,0.291159687,0.91031818,1.018996043,0.268179778,0.235312093,0.306715686,0.872006546,4448.870833,2025.905742,1.168564671,0.529706189,4960.377273,2200.501708,0.913772117,0.4054555,0.981889335,1.290920414,0.564604845,0.347315586,0.172479671,1.131388485,5051.87,2997.822376,1.141005438,0.428250426
6295-67,Fc_MOUSE,nan,Q99LC4,1453.388,350.3241782,0.166897623,0.078316838,0.9116621,1594.217857,366.3650688,1623.508,549.0111874,0.921354911,0.370699981,1.009019394,1.069484925,0.140876963,0.200055301,0.06481729,1.056840447,1608.995833,450.1863905,1.011964416,0.158616762,1513.786364,361.7062549,0.779157607,0.43498444,1.02047051,1.049218638,0.184077138,0.932088323,0.395722274,1.005519744,1483.42,318.509792,1.043459011,0.234369571
6296-36,Oncoprotein-induced transcript 3 protein,OIT3,Q8WWZ8,1844.04,1093.714758,0.180134457,0.104534812,1.234025793,1494.328571,652.3699465,1650.088,900.6860778,0.490102822,0.32635522,1.109010849,0.899124468,0.174136188,0.070461708,0.046429874,0.878784655,1487.891667,687.0895138,1.02314539,0.268357963,1395.995455,647.7480413,0.825835008,0.366932713,0.968802148,0.805101637,0.304389701,0.184071978,0.060710687,0.867648116,1440.95,634.8119852,0.92791262,0.270216905
6300-14,Fc_MOUSE,nan,Q99LC4,2679.232,843.6798282,0.310800453,0.224452989,0.785338272,3411.564286,3581.66049,2802.38,791.8659376,0.312093167,0.16108706,0.752891132,1.058082548,0.228292566,0.937830784,0.398301604,1.004608178,3722.158333,4203.134803,1.05322908,0.189581331,3055.563636,743.2329664,0.373224949,0.47489887,0.790112777,1.153433477,0.296047028,0.706954556,0.228759868,1.034645221,3867.25,3820.838506,1.114810617,0.343828746
6304-8,Complement C1q tumor necrosis factor-related protein 1,C1QTNF1,Q9BXJ1,17025.528,6049.490263,0.763908114,0.275292602,1.026269674,16589.72143,3860.202367,15030.512,5601.236276,0.883608849,0.385908119,1.013259074,0.883474975,0.101670185,0.710246826,0.471233794,0.982503695,14833.82917,3303.1291,0.899207789,0.174007078,13468.49091,4247.752855,0.879364995,0.49497659,0.985914982,0.802963317,0.101008969,0.785631227,0.244290184,0.983635816,13660.905,3718.044911,0.816321756,0.189051504
6315-58,Phospholipase B-like 1,PLBD1,Q6P4A8,1397.004,290.9634114,0.121706143,0.092188613,0.897924651,1555.814286,423.2041138,1435.972,529.5221994,0.455299023,0.277595325,0.917448961,1.018528675,0.31815159,0.97563586,0.359108065,0.996567516,1565.179167,638.8892092,1.0220368,0.445673877,1236.627273,324.3812056,0.577455521,0.454884707,0.947879485,0.875995539,0.138533057,0.798687919,0.464880682,1.011928804,1304.625,427.3527523,0.865669141,0.115622438
6321-65,Protocadherin gamma-A10,PCDHGA10,Q9Y5H3,1719.512,659.2785441,0.536687129,0.293416477,1.061438861,1619.982143,447.3424887,1885.696,910.4472736,0.237852473,0.319177509,1.154764042,1.083784293,0.223841057,0.381353438,0.219691076,1.057034243,1632.970833,475.0685762,1.025306701,0.224873501,1975.836364,983.6065744,0.09960279,0.172479671,1.255743062,1.120048492,0.246370568,0.158553552,0.172479671,1.09892635,1573.44,434.6593797,1.019220708,0.196455604
6324-11,Deoxyribonuclease-1-like 2,DNASE1L2,Q92874,12538.752,7840.759592,0.375047585,0.384383779,1.148579577,10916.74643,4349.323892,10679.52,4584.592772,0.503754914,0.192150202,1.085538171,0.915697331,0.218967986,0.85703728,0.414296538,0.984767529,9837.995833,3966.084184,0.929861418,0.304124268,9125.522727,3872.664557,0.557288755,0.47489887,0.912596077,0.771237506,0.261881607,0.198594473,0.136644995,0.872421112,9999.52,5268.511314,0.884019764,0.281482208
6326-20,Bone morphogenetic protein 4,BMP4,P12644,2551.272,923.8067203,0.320992935,0.184118799,0.906462827,2814.535714,950.170778,2764.516,899.6367243,0.824342806,0.464143607,0.979135624,1.124865809,0.216509449,0.213890418,0.126230819,1.067398457,2823.425,909.0626226,1.053838707,0.161239613,2857.195455,1027.974569,0.70949194,0.294094362,1.040834744,1.120510461,0.266131059,0.474672185,0.464880682,1.053453723,2745.1,860.0307919,1.063654185,0.232027221
6334-9,Inactive gamma-glutamyltranspeptidase 2,GGT2,P36268,12148.568,21505.7994,0.487423785,0.198685101,1.347476389,9015.792857,3634.540307,13938.416,29337.44065,0.461439367,0.102042315,1.478767854,1.047440986,0.22215168,0.362098083,0.359108065,0.913948398,9425.695833,3464.705807,1.146061405,0.461066342,8398.040909,4217.293952,0.834727878,0.484932955,1.033322064,1.050998507,0.27862216,0.460170543,0.338872912,0.922353565,8127.225,3937.500269,1.139474652,0.442458197
6340-10,Fc_MOUSE,nan,Q99LC4,18077.748,5826.927887,0.005427328,0.006467942,0.748520369,24151.31071,8887.833291,20358.892,7377.174059,0.06123507,0.041815138,0.818129712,1.110437141,0.311688068,0.334466843,0.38247576,1.070627576,24884.675,8699.391971,1.037183392,0.178531452,20287.46364,5700.344816,0.482579058,0.26861222,0.931150019,1.154058312,0.426860328,0.110991117,0.042252453,1.180547883,21787.535,7450.080137,0.97756163,0.236604249
6342-10,Nephronectin,NPNT,Q6UXI9,964.972,212.8560631,0.68828998,0.246365849,0.978099492,986.5785714,162.2765615,960.972,223.7277301,0.680873453,0.257846111,1.027878312,1.00159073,0.156000177,0.26712726,0.225839955,1.056818107,934.9083333,207.9891582,0.947741834,0.168845463,1176,727.2125318,0.198303252,0.077380614,1.230659753,1.272065446,0.832822278,0.138412582,0.046990997,1.289603194,955.585,224.7313046,0.986400663,0.174691239
6350-43,Apolipoprotein C-II,APOC2,P02655,2135.52,903.5313037,0.346341926,0.240782424,0.902457231,2366.339286,820.0333684,2154.428,923.6635381,0.570122634,0.284333918,0.939461538,1.004118281,0.128371718,0.642744839,0.251384687,0.98254876,2293.258333,732.9063486,1.021952621,0.130660745,2018.195455,799.1717198,0.444754549,0.12592114,0.912158123,0.961780405,0.159123926,0.649204231,0.236454849,0.977380576,2212.55,791.6614538,0.984038797,0.147999406
6351-55,B-cell antigen receptor complex-associated protein beta chain,CD79B,P40259,942.38,192.343499,0.21295929,0.453900293,0.929031804,1014.367857,215.2649017,960.344,216.3908706,0.380041183,0.197662543,0.945441479,1.020337498,0.112781332,0.342818721,0.321344586,1.030708971,1015.7625,212.3130154,0.989937534,0.102036066,900.8045455,175.5754655,0.202949824,0.082996704,0.922312882,0.969864041,0.100296004,0.913583482,0.395722274,0.995967407,976.68,193.1641157,0.973790944,0.124240655
6352-8,Insulin receptor-related protein,INSRR,P14616,529.188,193.781201,0.246192796,0.489338873,0.747229596,708.2,759.5880251,485.164,160.5469698,0.127034112,0.211849486,0.709286811,0.950216168,0.137376244,0.37318846,0.454853514,0.957477796,684.0166667,584.4550515,0.992415879,0.178076597,522.5954545,201.0788617,0.598885924,0.464879262,0.893676923,0.972797627,0.145779649,0.72073327,0.484932955,0.981831698,584.77,471.3854316,0.990798759,0.16803808
6353-60,Fc_MOUSE,nan,Q99LC4,6771.424,1633.636578,0.00125832,0.001191286,0.742809404,9115.964286,3067.976093,7371.38,2686.090933,0.023343446,0.011010658,0.795998078,1.063698522,0.351042508,0.589407879,0.374634038,1.043028533,9260.55,2830.808332,1.01981728,0.160609616,8179.236364,2481.016202,0.788059811,0.302830006,0.973258055,1.222702175,0.485982037,0.085117411,0.052146514,1.222245973,8403.975,2743.253357,1.00037325,0.292291735
6354-13,Hephaestin-like protein 1,HEPHL1,Q6MZM0,1289.7,248.0430963,0.354392113,0.219152812,0.954772594,1350.792857,214.4919694,1260.86,216.1467687,0.331524055,0.257846111,0.950122452,0.982791998,0.07674441,0.744563707,0.126230819,1.008829346,1327.05,244.6101967,0.974190532,0.099679024,1208.386364,187.3284774,0.228754953,0.057741485,0.937820469,0.952355027,0.123280834,0.828594077,0.213799849,0.993078202,1288.505,222.9339621,0.958992984,0.061772101
6356-3,Carboxypeptidase B,CPB1,P15086,30041.608,24343.06316,0.503254822,0.496445987,1.149822911,26127.16071,15491.40232,25516.032,17901.75788,0.861157335,0.480061194,0.964508189,1.133607612,1.003647522,0.854178151,0.213639453,1.040380209,26454.96667,18666.74072,1.089608974,0.540057628,26115.15455,13768.99115,0.954789208,0.192462212,1.013034555,1.207571474,0.602579324,0.16932498,0.101720734,1.218468548,25779.135,22029.36029,0.991056746,0.351295639
6357-83,Chymotrypsin-like elastase family member 3B,CELA3B,P08861,4355.672,2062.645393,0.199425332,0.132727879,0.859610704,5067.028571,1812.35103,4344.176,2171.561479,0.186316312,0.060570758,0.841057184,0.978378414,0.140625441,0.210908617,0.153704743,0.94394344,5165.1375,2024.55456,1.036479912,0.168562641,4236.304545,1943.708835,0.529385562,0.153872635,0.915540055,0.987175405,0.194337589,0.559427069,0.302830006,0.960859599,4627.11,1946.560505,1.027387775,0.233216188
6359-50,"Protein O-linked-mannose beta-1,4-N-acetylglucosaminyltransferase 2",POMGNT2,Q8NAT1,1153.112,1496.335743,0.591316392,0.161364208,1.175912096,980.6107143,451.7758454,1215.596,1623.531903,0.462616372,0.359420133,1.272298085,1.431975123,2.249667626,0.342018119,0.278380233,1.466835944,955.4333333,532.9368518,0.976234001,0.121844174,955.45,356.94151,0.752390659,0.285477026,1.047596597,1.045862026,0.306557999,0.433702076,0.088932064,1.061451604,912.04,488.6258337,0.985312963,0.160676764
6360-7,Beta-defensin 128,DEFB128,Q7Z7B8,1181.952,323.9466772,0.97364286,0.404957721,1.00221844,1179.335714,221.8642832,1134.872,292.5541995,0.96259526,0.46017115,1.00324611,0.966478277,0.105238806,0.834231729,0.359108065,1.006888993,1131.2,239.6967876,0.959865768,0.107832453,1093.472727,263.5618199,0.687854572,0.162993796,0.971168609,0.929706056,0.092890669,0.373435487,0.213799849,0.9679029,1125.935,243.7197166,0.960536492,0.120088959
6361-49,Receptor-type tyrosine-protein phosphatase R,PTPRR,Q15256,526.692,144.7270974,0.655786254,0.275292602,0.965407769,545.5642857,155.7861359,550.736,127.5101529,0.873815259,0.370699981,0.988450879,1.04613789,0.088920476,0.624584018,0.271500975,1.014856502,557.1708333,147.492569,1.03082346,0.11954654,552.5681818,139.2859563,0.865540397,0.298440207,0.986006998,1.056142818,0.105991571,0.593973033,0.425092523,0.976921823,560.41,150.5368855,1.081092462,0.174897193
6362-6,Augurin,ECRG4,Q9H1Z8,1745.724,719.7207399,0.942635768,0.132727879,0.993473194,1757.192857,303.7827113,1674.12,703.6932695,0.782335661,0.133499513,1.026193961,0.97022373,0.137699028,0.2786066,0.098746284,1.04307619,1631.3875,257.0443547,0.930156146,0.108232548,1618.163636,722.2107502,0.933007268,0.021313982,0.991363898,0.935183817,0.104448411,0.944294321,0.320640056,0.997206646,1632.26,227.8969469,0.937803434,0.128342895
6363-55,Fc_MOUSE,nan,Q99LC4,743.936,316.2095633,0.382280948,0.357459775,0.705331685,1054.732143,1789.039842,765.708,409.470161,0.42475305,0.355691245,0.688178911,1.037196818,0.2424563,0.305089119,0.20768608,1.059736948,1112.658333,2010.683021,0.978730448,0.116908328,823.45,661.1133081,0.544536577,0.49497659,0.74977692,1.070467113,0.469853219,0.33955628,0.338872912,1.110356199,1098.26,1843.679537,0.964075415,0.166354773
6364-7,Tapasin-related protein,TAPBPL,Q9BX59,3951.008,3336.708802,0.300400986,0.104534812,0.773695903,5106.667857,4516.397824,3966.416,3186.500654,0.409316557,0.251428895,0.805593338,1.501430649,2.643702358,0.326710308,0.321344586,1.586336573,4923.595833,4537.92975,0.946476728,0.265101377,3602.022727,3039.181347,0.116097176,0.228759868,0.620538761,1.467232867,2.413691906,0.478798416,0.366932713,1.355788573,5804.67,5181.749346,1.082198874,0.396166663
6365-62,Fc_MOUSE,nan,Q99LC4,501.728,141.4838239,0.504950422,0.152794374,0.956453159,524.5714286,92.81615414,514.18,138.7637359,0.929266926,0.409045885,0.993928655,1.023325175,0.092948436,0.373447966,0.14886992,1.023352454,517.3208333,100.0569712,0.999973343,0.082961596,523.5454545,142.5107515,0.608432351,0.16612397,1.039254927,1.032654787,0.097926703,0.259664832,0.185649441,1.035943274,503.77,97.25294906,0.99682561,0.099860481
6366-38,Thioredoxin domain-containing protein 15,TXNDC15,Q96J42,12314.512,3963.377982,0.245039201,0.252017933,0.877110919,14039.85714,6347.555957,12976.54,3826.407262,0.614482462,0.464143607,0.946009613,1.109043464,0.312963189,0.596241885,0.219691076,1.049928682,13717.13333,5907.738889,1.056303617,0.356025474,13436.49091,3558.852768,0.665959577,0.192462212,1.056256073,1.14081703,0.371491575,0.292828504,0.097316976,1.140739475,12720.865,6301.153302,1.000067986,0.453451195
